Label	Question	Meta	Answer	URL	View	Category	Subcategory	Subcat 1	Subcat 2	Subcat 3	Subcat 4	Subcat 5	Subcat 6	Subcat 7	Subcat 8	Subcat 9	Last Edited	Editing User
qed140	Can I still collect Avios if I've already booked my flights?	flown travelled	"If you have already booked your flights you can add your Member ID (that's digital 7 - 15 of your membership number to your booking via the 'Manage my booking' page on www.ba.com, www.flybe.com or www.iberia.com.You can view your membership number under the My Account section of our website once you have logged in.If you believe you are missing Avios please click here to make a claim »"		GBMOB;GBWEB	Collection Information	Collection Query										27/10/2014	Alicia Price
qed159	Can I collect Avios at shops that aren't on the Avios eStore page?	"online retailer shopping, estore"	"You can only collect Avios with online stores listed on our eStore page. Remember, you need to log in and visit the retailer's website via our eStore to collect Avios. We're always adding new online shops to our eStore, so if you can't find the one you want, please check again soon. To see all the stores that are currently available for you to collect Avios from via our eStore, please click here. "		GBMOB;GBWEB	Collection Information	Collection Opportunities										12/04/2016	Matthew Brown
qed182	How quickly will I get the Avios I collect through eStore?		"Avios collected through eStore retailers are added to your account within 35 days. If you don't receive your Avios within 35 days, please fill in our Missing Avios Form. You can reach this by clicking here, just make sure that you're signed into your account. When you have reached the main Avios eStore page, you'll see the Missing Avios form on the right handside of the page."		GBMOB;GBWEB	Collection Information	Collection Query										12/04/2016	Matthew Brown
qed355	Will I collect Avios on all passengers on my Flybe flight?		"No, you will only collect Avios for the cost of your own ticket."		GBMOB;GBWEB	Collection Information	Collection Opportunities										27/10/2014	Alicia Price
qed238	How many Avios can I collect by online shopping?		You'll collect a different amount of Avios depending which store you're shopping with - getting up to 12 Avios for every £1 spent.		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/08/2013	George
qed246	What address do I send the Tesco voucher to?		"It is quicker to exchange your Tesco vouchers online. However, you can post them to the below address; Avios will be credited to your account within 28 days:  Tesco Freetime PO Box 654 Crawley RH10 1RG."		GBMOB;GBWEB	Collection Information	Collection Query										16/08/2013	George
qed293	Can I use my Companion Ticket Voucher and Upgrade Voucher together in one booking?		"No, the Companion Ticket Voucher cannot be used in conjunction with any other offer or voucher."		GBMOB;GBWEB	Collection Information	Collection Query										04/12/2013	Alicia Price
qed198	Can I collect with Shell?	avios card drivers club petrol fuel v power shell	"Yes, you can. You can collect 10 Avios for every 20 litres* of Shell fuel or 20 Avios for every 20 litres of V-Power Nitro+ fuel.How to collect Avios with Shell:Pick up a card: If you aren't already a Shell Drivers' Club member, you can get a ready-to-use Shell Drivers' Club card from a participating Shell Service Station.  Find your nearest station.Register and opt in Register online at www.shell.co.uk/driversclubOr complete a registration form (available at participating Shell Service Stations).Don't forget to opt in to Avios to get your 50 bonus Avios (These will appear on your account within 28 days of your registration with Shell Drivers' Club).Once you've selected Avios as your chosen reward via your Shell Drivers' Club account, we'll start turning your Shell Drivers' Club points into Avios for you.Avios will be credited at set, quarterly intervals:When Avios is addedFill up inAvios added inJan/Feb/MarJuneApr/May/JunSeptemberJul/Aug/SepDecemberOct/Nov/DecMarchIf you're missing any Avios from Shell, please get in touch with us. "		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/02/2016	Alicia Price
qed248	Do I need an Avios account to collect Avios with Tesco?		"Yes. But don't worry if you don't have one yet, Tesco will open an Avios account for you the first time you exchange your Clubcard vouchers for Avios. After that, every time you exchange vouchers for Avios, they'll be added to the same account automatically."		GBMOB;GBWEB	Collection Information	Collection Query										16/08/2013	George
qed196	Can I collect Avios with my Shell Drivers' Club card?	drivers petrol fuel driver	"Yes, you can. You can collect 10 Avios for every 20 litres* of Shell fuel or 20 Avios for every 20 litres of V-Power Nitro+ fuel.How to collect Avios with Shell:Pick up a cardIf you aren't already a Shell Drivers' Club member, you can get a ready-to-use Shell Drivers' Club card from a participating Shell Service Station. Find your nearest station.Register and opt inRegister online at www.shell.co.uk/driversclubOr complete a registration form (available at participating Shell Service Stations).Don't forget to opt in to Avios to get your 50 bonus Avios (these will appear on your account within 28 days of your registration with Shell Drivers' Club).Get AviosOnce you've selected Avios as your chosen reward via your Shell Drivers' Club account, we'll start turning your Shell Drivers' Club points into Avios for you.Avios will be credited at set, quarterly intervals. Please see table below:Fill up in:             Avios on account in:  Jan/Feb/March    June  Apr/May/Jun       September Jul/Aug/Sep        December Oct/Nov/Dec      March If you're missing any Avios from Shell, please get in touch with us. *Standard earn rate not including any bonus offers."		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/02/2016	Alicia Price
qed296	How do I collect Avios on flights?	earn flown travelled collect flights	" You can get Avios when you book a cash flight with British Airways and Iberia. To collect, simply add your Member ID number to your booking or give it to your booking agent. Your member ID is a shorter version of your membership number (digits 7-15 of your membership number). If you've already flown and would like to claim Avios for flights you've taken in the last 6 months, please follow the below steps:  Log-in to your account on www.Avios.com.Move the cursor to 'Collect' and wait for the menu to appear. Click on 'Flights', under the heading 'Collect as you travel'.Scroll to the bottom of the page and click the 'Claim missing Avios' button.Enter the required information and click 'Submit my query'. Your claim will be sent to the airline who will reply to you directly. You can only submit claims for flights flown in the last 6 months. If you weren't an Avios member at the time of travel you can set up an account and claim your Avios within 3 months of your flight. To get started and join Avios, please click here. Once you've set up your account we can help you claim any eligible Avios from the airline. All you need to do is email help@avios.com and we'll be happy to help."		ZAWEB;ZAMOB	Collection Information	Collection Query										10/03/2015	Alicia Price
qed280	How do I earn my Companion Ticket Voucher?	lloyds free companion ticket voucher	"You'll get a Companion Ticket Voucher with our latest Premier Avios Rewards Credit Card when you spend £12,000 in one year. You can claim one Companion Ticket a year (starting the date your account opened).To use your voucher, you can book on our website as normal. Once you reach the 'Payment details' screen, a message will pop-up to ask if you'd like to use your voucher. If you accept, your booking will be discounted and this will show in your pricing breakdown. If you need any help booking, using your voucher or are unsure of which credit card you have please contact us."		GBMOB;GBWEB	Collection Information	Collection Query										16/02/2016	Alicia Price
qed048	Where can I find an American Express bureau de change?		"American Express has bureaux in these UK airport terminals: London Heathrow Terminal 1London Heathrow Terminal 3London Heathrow Terminal 4Edinburgh Birmingham You can also collect Avios when purchasing foreign currency and Travellers Cheques at Gatwick Airport and London Heathrow Terminal 5 from Moneycorp -an American Express partner. Unfortunately, you cannot order online to collect at Gatwick or London Heathrow Terminal 5 at this stage."		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/08/2013	George
qed279	Do I get charged for using my Avios Rewards Credit Card abroad?	lloyds foreign transaction fees abroad	"If you have our latest Lloyds Bank Avios Rewards Credit Card, you have no foreign transaction fees. If you're unsure of which card you have, please contact us."		GBMOB;GBWEB	Collection Information	Collection Query										16/02/2016	Alicia Price
qed297	"If I've already flown, can I still collect Avios for my flight?"	claim missing received retro retrospective backdate previous past	"If you've already travelled, you can submit a claim retrospectively for each separate flight sector by following the process below: Log-in to your account on Avios.com.Move the cursor to 'Collect' and wait for the menu will appear. Click on 'Flights', under the heading 'Collect as you travel'.Scroll to the bottom of the page and click the 'Claim missing Avios' button.Enter the required information and click 'Submit my query'. Your claim will be sent to the airline who will reply to you directly. You can only submit claims for flights flown in the last 6 months.If you weren't an Avios member at the time of travel you can set up an account and claim your Avios within 3 months of your flight. To get started and join Avios, please click here.Once you've set up your account we can help you claim any eligible Avios from the airline. All you need to do is email help@avios.com "		GBMOB;GBWEB	Collection Information	Collection Query										10/03/2015	Alicia Price
qed295	Can I collect on flights?		"You can collect Avios on flights with British Airways and Iberia when you pay cash (rather than using your Avios to book). The amount you collect is based on the distance you fly - you'll get at least 1,000 Avios for a return flight. You can make your booking directly with Avios or via a travel agent, just add your Member ID before you fly (digits 7-15 of your membership number - you can find this in 'My Account')"		ZAWEB;ZAMOB	Collection Information	Collection Query										05/12/2013	Alicia Price
qed353	How do I collect Avios with Flybe?		"If you're not already a member of the Avios Travel Rewards Programme you will need to join before you can collect.Click here to join Avios.In your online account you'll find a membership number. To collect, simply add your Member ID (digits 7 - 15 of your membership number) to your Flybe flight booking.If you've already flown and would like to claim Avios for flights you've taken in the last 40 days. Click here to see how to claim."		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/02/2016	Alicia Price
za93	Do I have to pay a fee for the ABSA Avios Credit Card?	free charge monthly initial annual	There is an initial fee of R120 and then R35 monthly. Find out more about the Avios Credit Card.There is no fee to become a member of Avios Travel Rewards.		ZAWEB;ZAMOB	Collection Information	Collection Query										16/02/2016	Alicia Price
za99	Can I collect with Lew Geffen Sothebys International Realty?	property house 	You can collect Avios when you sell your property with Lew Geffen Sotheby's Realty. You'll collect 2 Avios for every R100 from your sale. Find out more about collecting with Lew Geffen Sotheby's Realty.		ZAWEB;ZAMOB	Collection Information	Collection Query										16/02/2016	Alicia Price
za85	How many Avios can I collect when I exchange Pick n Pay smartshopper points?		"You can collect 1 Avios for every 8 smartshopper points you switch. You can switch your smartshopper points for Avios at a Pick n Pay kiosk. You'll need to pre-link your smartshopper card with your Avios account to be able to switch your points. You'll need a minimum of 800 smartshopper points to do this. Smartshopper points can be exchanged for Avios in bundles of 800, 1600, 2400 and 3200. Please link your card here. "		ZAWEB;ZAMOB	Collection Information	Collection Query										26/08/2014	Emma Simpson
qed294	Can I collect Avios in the UK?		"If you want to have an Avios UK account, you'll need to have a UK address and sign up separately with Avios UK . We can't combine UK and South African Avios accounts. If you're going to be moving permanently to the UK then please email help@avios.com. "		ZAWEB;ZAMOB	Collection Information	Collection Query										10/03/2015	Alicia Price
qed327	Which British Airways subsidiaries and franchises can I collect Avios with?		"You can collect Avios with British Airways as well as their subsidiaries and franchises. These include Comair, SUN-AIR, BA CityFlyer and OpenSkies flights.BA CityFlyer is owned by British Airways, and flies to a number of exciting UK and European destinations from London City Airport, such as Edinburgh, Amsterdam and Madrid.OpenSkiesis owned by British Airways, and flies non-stop from Paris-Orly to New York, both Newark and JFK.Comair Pty Ltdis a British Airways franchise based in Johannesburg, South Africa. Comair serves a wide variety of destinations across southern Africa, including Cape Town and Durban.SUN-AIR of Scandinavia A/S is a British Airways franchise operating flights across Europe from their base in Billund, Denmark. SUN-AIR fly to the UK as well as Sweden, Norway, Belgium, Germany and Finland."		GBMOB;GBWEB	Collection Information	Collection Query										16/02/2016	Alicia Price
za148	Will I get Avios on the Avis car rental I've already booked?	"car rental, car hire"	"When you book car rental with us, any Avios you collect are added to your account within 28 days of you returning the car.So, no matter when you booked your car hire, you'll get Avios as your reward."		ZAWEB;ZAMOB	Collection Information	Travel										16/02/2016	Alicia Price
za89	How do I switch my Pick n Pay smartshopper points for Avios?		"You can switch your smartshopper points for Avios at a Pick n Pay kiosk. You'll need to pre-link your smartshopper card with your Avios account to be able to do this.  Please allow up to 5 days before switching your smartshopper points. Once you've switched your points, your Avios will be on your account within 10 days. Please click here to link your card. "		ZAWEB;ZAMOB	Collection Information	Collection Query										26/08/2014	Emma Simpson
bg43	Can I collect when I buy a case of wine from Laithwaites?		"For your first wine order with Laithwaites, you'll receive 1000 Avios and for every case after this, you'll receive 250 Avios.For more information click here."		GBMOB;GBWEB	Collection Information	Collection Query										16/02/2016	Alicia Price
za90	Can I collect with ABSA?	credit card	"You can collect Avios with an Avios Credit Card, supported by ASBA. You'll collect 1 Avios for every R10 you spend, and 2 Avios for every R10 spent at Pick n Pay and BP. If you're already an existing credit card holder through ABSA, please contact them as you may be able to switch to the Avios credit card. You can call ABSA on 0861 4 28467. Click here for more information and apply for the card."		ZAWEB;ZAMOB	Collection Information	Collection Query										16/02/2016	Alicia Price
qed247	Can I use my existing Avios account to collect at Tesco?	tescos	"Yes you can, there's no need to set up a new Avios account. If you already have one, Tesco will convert your Clubcard points into Avios using your name and address details. Please visit our Tesco page to find out more information on how to convert your Clubcard Vouchers or to automatically opt in."		GBMOB;GBWEB	Collection Information	Collection Query										16/02/2016	Alicia Price
za83	Do I need an Avios account to collect Avios with Pick n Pay?		"Yes, but don't worry if you're not a member already; it's quick and easy to join Avios. To collect Avios with Pick n Pay, you'll need to pre-link your smartshopper card.Click here to visit our Pick n Pay page to get started. Once you've registered, please allow 5 days for Pick n Pay to create your account. You'll then be able to switch your points at a Pick n Pay kiosk."		ZAWEB;ZAMOB	Collection Information	Collection Query										16/02/2016	Alicia Price
qed100	How do I close my Avios Cash Passport account?		"If you would prefer not to keep your card for another trip, you can withdraw your remaining balance from an ATM displaying the MasterCard Acceptance Mark. Alternatively, you can get your money refunded, by calling Card Services on 0845 300 2449 or +44 1733 457630 (from abroad). An administrative fee may apply (see your Terms and Conditions for details) and you may be required to provide identification."		GBMOB;GBWEB	Collection Information	Collection Query										12/02/2014	Alicia Price
qed241	Can I collect with Tesco?	clubcard collect exchange	"You can pick up Avios using your Tesco Clubcard - just pick Avios as your reward when you exchange your Tesco Clubcard vouchers and we'll add your Avios to your account. To find out more about exchanging your Clubcard vouchers to Avios, visit our Tesco page. "		GBMOB;GBWEB	Collection Information	Collection Opportunities										27/11/2013	
za91	How many Avios can I collect with my ABSA Avios Credit Card?		"You'll collect 1 Avios for every R10 you spend, and 2 Avios for every R10 spent at Pick n Pay and BP. To find out more information and apply for the card, please click here. You can use your Avios Credit Card to pay at BP and Pick n Pay to collect 2 Avios for every R10 spent (double the usual Credit Card collection rate). That's in addition to the Avios you collect for the fuel you buy or smartshopper points you switch."		ZAWEB;ZAMOB	Collection Information	Collection Query										16/02/2016	Alicia Price
za94	How many Avios can I collect with BP?	fuel petrol garage 	You'll collect 1 Avios for every 2 litres of BP fuel. Just swipe your Avios card when you pay. You'll need to activate your card before any Avios can be added to your account. Please allow up to 30 days for Avios to reach your account. You can pick a card up at most BP service stations. Please note that Avios will not be awarded on fuel transactions equal to or exceeding 200 litres per transaction.Please click here to activate your card.		ZAWEB;ZAMOB	Collection Information	Collection Query										16/02/2016	Alicia Price
bg63	Can I collect in the Channel Islands?		"You can collect Avios in the Channel Islands with a Lloyds Avios Credit Card and on fuel at Rubis.You can also collect Avios on Avis car hire, your foreign currency and at top online shops.  Please click here for information"		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/02/2016	Alicia Price
qed132	Can I collect with Lloyds Bank?	amex mastercard master bank credit card credit	"You can collect Avios with a Lloyds Bank Avios Rewards Credit Card Account, getting up to 1.25 Avios for every £1 spent. Lloyds will link your credit card to your Avios account (or open one for you if you're not yet an Avios member). For more information and to apply for a card please click here. "		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/02/2016	Alicia Price
bg32	Can I collect with Avis?	car hire rental	"You can collect Avios on your car hire with Avis - or spend them to get savings or free car hire. You'll get 3 Avios per £1 spent on Avis car rental, with a minimum of 500 Avios per rental - and we'll still have special bonus offers throughout the year. Find out more and book here. "		GBMOB;GBWEB	Collection Information	Collection Query										27/11/2013	
qed197	Can I collect with Shell V-Power Nitro+ ?	avios card	You can collect twice the points of the standard Shell Drivers' Club when you buy Shell V-Power Nitro +. You'll collect 20 Avios for every 20 litres. For more information click here.		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/02/2016	Alicia Price
bg34	Can I collect Avios on travel money?	currency 	Your travel money can get you rewards - you can collect Avios when you order American Express Currency Exchange or with our Avios Cash Passport.		GBMOB;GBWEB	Collection Information	Collection Query										27/11/2013	
qed143	How do I collect Avios on flights?	Already Flown 	"You can get Avios when you book directly with British Airways, Flybe and Iberia. To collect, simply add your Member ID (that's digits 7 - 15 of your membership number) to your booking. If you've recently flown you may be able to claim Avios back from your flight. Click here to see how to claim.Not a member? To get started and join Avios, please click here.Once you've set up your account we can help you claim any eligible Avios from the airline."		GBMOB;GBWEB	Collection Information	Collection Opportunities										16/02/2016	Alicia Price
za92	Can I use my credit card to collect Avios?	ABSA earn points bank	"You can collect Avios with an Avios Credit Card, supported by ASBA. You'll collect 1 Avios for every R10 you spend, and 2 Avios for every R10 spent at Pick n Pay and BP. Please click here to find out more information and apply for the card. If you're already an existing credit card holder through ABSA, please contact them as you may be able to switch to the Avios Credit Card. You can call ABSA on 0861 4 28467."		ZAWEB;ZAMOB	Collection Information	Collection Query										16/02/2016	Alicia Price
bg42	Can I collect Avios with RUBiS?	rubis	"You can fill up your Avios balance at the pump by exchanging your RUBiS points. It's an easy way for our members in the Channel Islands to collect.If you're already doing this, you won't need to do anything different - whether you've chosen to get them automatically or call RUBiS each month, we'll just turn your points into Avios for you instead.If you're not collecting on fuel yet, pick up a RUBiS card next time you fill up. You can find out more on our RUBiS page."		GBMOB;GBWEB	Collection Information	Collection Query										27/11/2013	
bg44	Can I collect when I book a holiday?		"We've got the UK's favourite holiday companies on board - so you can collect Avios when you book a holiday with top names like Kuoni and Thomas Cook through us and pay in cash.When you book a holiday with us, any Avios you collect are added to your account within 28 days of your return journey.So, no matter when you booked your holiday, you'll get Avios as your reward from now on. Have a look at our Holidays collection page to find out more. To book your holiday with us and collect Avios, call us on 0844 49 333 49. "		GBMOB;GBWEB	Collection Information	Travel										27/11/2013	
qed121	How does the Avios Cash Passport work?	currency	"The Avios Cash Passport is a prepaid currency card. You 'load' your holiday spending money onto it in advance, and then use it to get cash quickly and safely at any of the millions of worldwide ATMs that display the MasterCard Acceptance Mark. You can also use your Card to pay for goods and services at any worldwide shops, restaurants and entertainment venues that take MasterCard. It works just like a debit or credit card, but you'll be collecting Avios each time you load or reload your Cash Passport."		GBMOB;GBWEB	Collection Information	Collection Opportunities										27/11/2013	
qed350	When will I receive my Avios Credit Card?	"avios credit card, ABSA, credit card"	"It can take up to 10 working days for you to receive your Avios Credit Card. This depends if all required documents have been received, if there are any problems ABSA will contact you directly. Your card will be delivered to your preferred address or collected from your local branch [if this is what you requested on your application]. If you would like to check on the status of your Credit Card application please contact ABSA directly on 0861 4 28467. "		ZAWEB;ZAMOB	Collection Information	Collection Query										22/10/2014	
bg37	Can I collect with SSE?	"SSE, scottish hyrdo, SWALEC, southern electric, avios energy"	"Our Avios offer with SSE (also known as Southern Electric, SWALEC or Scottish hydro) has ended for new members. If you already collect Avios with SSE and joined the tariff before 23 February 2009, this will continue for every year that you stay on the Avios Energy tariff. If you have any queries, please contact SSE on 0800 389 3896."		GBMOB;GBWEB	Collection Information	Collection Query										11/07/2014	Emma Simpson
qed264	Can I still collect as an existing Bupa member?		"If you already collect with Bupa and purchased a policy before 31 August 2013 through Avios, you'll still earn Avios until the end of the second year. After this, your cover will continue but you will no longer earn Avios. Bupa will contact you to ensure you are on the right plan to meet your needs. If you are a current Bupa health insurance member and need to make a claim or have any queries relating to your policy, you should contact Bupa on 0845 609 0777."		GBMOB;GBWEB	Collection Information	Collection Query										11/07/2014	Emma Simpson
qed384	How much Avios can I collect on flights?	"collect, flights"	"You can collect Avios on cash tickets booked with British Airways, Flybe and Iberia. The amount you'll collect is based on the distance you fly, cabin class and fare type.Find out more about collecting with British AirwaysFind out more about collecting with FlybeFind out more about collecting with Iberia"		GBMOB;GBWEB	Collection Information	Collection Query										27/04/2015	Alicia Price
qed146	What is 'Avios on Flights'?		"You can collect Avios on flights with British Airways and Iberia when you pay cash (rather than using your Avios to book). And the amount you collect is based on the distance you fly - in fact you'll get at least 1,000 Avios for a return flight. You can make your booking directly with Avios or via a travel agent, just add your Member ID before you fly. We're going to be adding more airlines as we go, so keep an eye on your emails for more news. Sign up here if you're not getting our emails."		GBMOB;GBWEB	Collection Information	Collection Opportunities										27/11/2013	
bg74	Will I get Avios on the Avis car hire I've already booked?		"When you book car hire with us, any Avios you collect are added to your account within 28 days of you returning the car.So, no matter when you booked your car hire, you'll get Avios as your reward. Find out how to collect with Avis."		GBMOB;GBWEB	Collection Information	Travel										27/11/2013	
bg180	I thought I was collecting Avios - why aren't they showing on my account?	missing appeared lost received where retrospective backdate retro claim claiming credited credit uncredited points	"It may be that you were collecting with one of our old partners. If so, they might not offer Avios anymore. We have lots of ways to collect, click the 'Collect' tab to see them all. Or perhaps the Avios you've collected recently haven't reached your account yet. It can take up to 35 days for Avios to reach your account depending on who you're collecting with. If you're still waiting for your Avios to reach your account, please use our Missing Avios tool to find out how to query your missing Avios. You can check your balance and transactions in My Account. "		GBMOB;GBWEB	Expiry	Don't lose your Avios										19/09/2014	Emma Simpson
za54	Do Avios expire?	"expiry, last, lose, end, terminate, valid, validity, life, 36, months, fall away"	"The Avios in your account won't expire as long as you collect or spend with us within a 36-month period.Not only that - as long as you've collected an Avios in the 12 months before booking, you'll get our Reward Flight Saver, which means we'll pay your airline taxes, fees and carrier charges for British Airways domestic and regional flights. You just pay the Avios and R350 pp one-way in economy (or where available R375 Premium, R400 Business and R450 First Class)."		ZAWEB;ZAMOB	Expiry	Don't lose your Avios										29/07/2014	Emma Simpson
bg179	How do I know if I've been collecting Avios?	"balance, statement"	You can check your Avios balance and transactions whenever you want in 'My Account'. Not registered online yet? Register today.		GBMOB;GBWEB	Expiry	Don't lose your Avios										19/11/2013	
bg71	Do Avios expire?	"Expiry, expire, expires, close, closes, closed, lose, lost, valid, validity, expired, date, limit, time, expiration, cease, ceased, runout, out"	"Your Avios won't expire as long as you're either collecting or spending with us at least once every 36 months. Have a look under the 'Collect' and 'Spend' headings on our website to see all the ways to collect or spend your Avios. If you don't collect or spend any Avios in over 30 months, you'll receive a message when you log in to your account to let you know that you have a further 6 months in which to collect or spend Avios or your account would expire. If you've collected Avios in the last 12 months, you'll also be eligible for our Reward Flight Saver, which means we'll pay your airline taxes, fees and carrier charges for British Airways flights to European destinations and you just pay the Avios fare and £35 pp return in economy (or where available £40 Premium, £50 Business and £55 First Class)."		GBMOB;GBWEB	Expiry	Don't lose your Avios										20/02/2014	
za149	How do I know if I've been collecting Avios?	balance statement	You can check your Avios balance and transactions whenever you want in 'My Account'.Not registered online yet? Register today by clicking here.		ZAWEB;ZAMOB	Expiry	Don't lose your Avios										16/02/2016	Alicia Price
qed150	Can I use Avios to book hotels?	stays uk hotel	"Yes you can. We have 100s of hotels available all over the world to suit any budget. You can search for &amp; book hotels on our website. Look out for our Preferred Hotels, which we personally hand-pick and check annually. They're given a thumbs up symbol if they offer great quality and value for AviosCan't find what you're looking for? We also work with a company called Superbreak who offer lots of UK and European hotels. You can check their availability by visiting www.superbreak.com. If you see anything you like on their website, you can use your Avios towards the cost by calling our Sales Team on 0844 49 333 99."		GBMOB;GBWEB	I am thinking of making a booking	General										18/07/2014	Alicia Price
qed202	How many people can I include on an Avios family travel insurance policy?		"Our family policy is valid for up to two adults and up to five children (aged 4-18 years). Children must be unmarried, dependant (i.e. living at home) and in full-time education. Children on a family policy are still covered when travelling independently."		GBMOB;GBWEB	I am thinking of making a booking	General										16/08/2013	George
qed204	Am I covered if I travel alone but have a joint Avios travel insurance policy?		"Yes, anyone on your policy can travel independently and still be covered."		GBMOB;GBWEB	I am thinking of making a booking	General										16/08/2013	George
qed206	I need to get annual insurance cover for my 17 year old child - do they pay a child or adult rate?		"If they are booking with an adult who is paying for a full adult premium, they will pay the child rate. If booking alone young adults, aged 16-18 years, who are not in full time education, can get annual insurance at the adult premium."		GBMOB;GBWEB	I am thinking of making a booking	General										16/08/2013	George
bg84	What is the 'Change Fee'?		"We like to give you flexibility - so if you wish to change your Aviosbooking, you can. You'll pay a 'Change Fee' of £35 per person for every changeyou make to a flight, plus any supplier charges. And £35 per product for otherbookings, like car hire and hotels. Please note, some of our hotel andancillary service providers do not allow changes."		GBMOB;GBWEB	I am thinking of making a booking	Pricing Information										10/11/2014	Alicia Price
qed209	How do you classify children on travel insurance bookings?		"If you're booking travel insurance with us, the following age classes apply: Children aged under 4 years on the return date of travel are classed as infantsChildren aged 4 to 18 years on the return date of travel are classed aschildrenAdult rates apply from the age of 18 yearsAny infant or child (i.e. under 18 years) must travel with an adult paying the full premium rate to qualify for the infant or child discount."		GBMOB;GBWEB	I am thinking of making a booking	General										16/08/2013	George
za36	What is the 'Change Fee'?		"We like to give you flexibility - so if you wish to change yourAvios booking, you can. You'll pay a Change Fee of R545 per person for everychange you make to a flight, plus any supplier charges. For standalone hotelbookings, the Change Fee is R545, plus any supplier charges. Please note, routechanges can only be made if the flight has been purchased with Avios only (notpart Avios, part cash), and if the new route costs the same amount of Avios asthe original booking."		ZAWEB;ZAMOB	I am thinking of making a booking	Pricing Information										10/11/2014	Alicia Price
qed210	If I have a pre-existing medical condition does it affect my insurance?		"If you have a pre-existing medical condition, please contact our Medical Pre-Screening team on 0845 6582 999 and they'll help with your query."		GBMOB;GBWEB	I am thinking of making a booking	General										16/08/2013	George
qed212	Can I collect and drop off my hire car at different locations?		"Yes; for the majority of our car hire locations, this is absolutely fine. Please call us on 0844 49 333 99, so that we can check availability at your collection and return points and arrange this for you. Some destinations may charge a one-way drop-off fee, which we'll be able to advise you of before you book. Our opening hours are 8am - 8pm Monday to Friday, 9am - 5pm Saturday and 10am - 4pm Sunday."		GBMOB;GBWEB	I am thinking of making a booking	General										16/08/2013	George
za35	What is the 'Cancel Fee'?		"If you need to cancel your Avios Reward flight, you'll pay aCancel Fee of R545 per person, plus any supplier charges. As long as you cancela flight within 24 hours of the first departure time on your booking, yourAvios will be re-credited to your account. Forhotel bookings, you'll pay a Cancel Fee of R545, plus any supplier charges. You'llget a full refund on your Avios if you cancel at least 15 days before yourbooking is due to begin. Cancel within 8-14 days for a 75% refund, and within4-7 days for 50%. No refund will be given if the cancellation is made within 3days of the start date of your booking."		ZAWEB;ZAMOB	I am thinking of making a booking	Pricing Information										10/11/2014	Alicia Price
qed215	Do I need an international driver's licence to book car hire?	"international, Licence"	"An international Driver's Licence is required for most destinations. For guidance, please check with our Customer Contact Centre on 0844 49 333 99."		GBMOB;GBWEB	I am thinking of making a booking	General										16/08/2013	George
qed218	Can I add drivers to my hire car booking?	"additional, hire, driver"	You can usually add additional drivers when you collect your hire car and you'll be charged at the time.		GBMOB;GBWEB	I am thinking of making a booking	General										16/08/2013	George
qed151	How do I make a Eurostar™ booking with Avios?	"Eurostar, eurostar, Eurotunnel, tunnel, chunnel, channel, eurotunnel, eurotunnell, euro, star, shuttle, station, stations"	"Eurostar can be booked by calling our Sales Team on 0844 49 333 99. Prices start from 9,000 Avios per person for a return journey (sorry, we can't book one-way trips on Eurostar). You can pay for your fare fully with Avios or with a mixture of Avios and money. Read more about Eurostar with Avios. Eurostar journeys are available from St Pancras, Ashford and Ebbsfleet and can take you to Calais, Lille, Paris, Disneyland Paris and Brussels. We can also offer onward travel to many destinations throughout France and Belgium. The Eurostar is only for foot passengers, but we also offer ferry crossings if you'd like to cross the channel with a vehicle. Give us a call on the number above if you have any queries or questions about either ferry or Eurostar travel."		GBMOB;GBWEB	I am thinking of making a booking	General										23/01/2014	
qed311	Can I book a day return?		"You can book day returns on flights, ferries and Eurostar. For quotes and to book, please call our Sales team on 0844 49 333 49. "		GBMOB;GBWEB	I am thinking of making a booking	General										12/02/2014	
qed149	Can I book family rooms through Avios?	room quad triple hotel occupancy	"Yes, you can book quad or family rooms with Avios. The hotel search facility on our website will only return results for hotels that have suitable rooms available, based on the number of adults and children you've selected on the search form. To view all the available room and board options at a particular hotel, click on the orange 'Select this hotel' button. Rooms that sleep 4 or more guests are often more limited than rooms for 1, 2 or 3 guests and aren't available at all hotels. If you need help finding a suitable room for your family, please call us on 0844 49 333 99 and we'll be delighted to help. "		GBMOB;GBWEB	I am thinking of making a booking	General										11/12/2013	
bg185	Can I book with you without using my Avios?	"cash, money, collect, pay"	"Yes, you can use money to book flights, and you'll collect Avios on your booking. And use cash for things like hotels, car hire and travel insurance, when you'll collect 5 Avios for every £1 spent. You can even book package holidays with leading companies like First Choice, Kuoni and Thomas Cook through us and collect 5 Avios for every £1 spent. Call us on 0844 49 333 49 for a quote or to book."		GBMOB;GBWEB	I am thinking of making a booking	Flights										12/10/2015	Alicia Price
